100
59.49109744	24.08571113
30.63674369	99.44020957
87.24292697	20.45911348
88.86071237	45.9076756
75.72193081	14.04587081
32.58586423	64.22991068
81.74912032	70.69028142
22.10165776	19.43991582
78.20308358	89.69656545
17.79072461	10.90861732
29.50887176	98.79685253
45.74387028	63.42283841
8.417578449	26.6142777
57.02844194	92.61730266
40.14692136	16.30349727
99.30117118	72.88161658
45.34927519	68.1451977
33.00327309	30.15246757
96.72299286	43.19090135
8.699920563	61.10293431
83.63082107	45.43045132
46.92618328	56.86774778
32.13591153	93.11876712
67.89841367	81.87479324
63.02788659	26.01932762
56.63807712	87.74252458
93.09316993	41.014264
60.25301393	61.7389752
71.2826365	8.719083714
5.256206149	5.803834477
61.16265495	50.75740005
62.95316864	99.19545775
45.97479713	59.950141
23.70219337	22.25739969
70.26517724	90.85388564
39.24993758	26.84957206
81.91425604	78.83288412
89.38230288	70.37167518
40.12954234	32.52137921
93.76485803	68.67644802
83.27308811	77.58224458
96.40479608	35.60653823
28.28708462	1.80068015
44.42373521	99.56229664
76.32411879	44.36761859
17.95484362	12.84521896
68.09417833	48.79308168
79.04098148	9.202523912
97.00388719	98.3839888
10.7060988	34.2961283
26.55189672	13.03258936
30.392766	87.87482896
77.24273866	59.67704838
76.60928343	89.39413279
85.03162243	65.86743468
48.78303133	15.93705762
45.94109318	62.57605684
15.7311962	76.71135401
71.45223275	86.44015582
53.6311106	0.992162055
76.639411	21.10385858
51.83990016	68.59166947
66.05186177	91.05446301
57.4992899	91.50050092
72.97978019	37.22831392
48.01414801	20.95999823
99.90205673	18.41724705
65.53296208	31.27904685
30.9923276	37.50328431
7.085137949	42.51930357
95.71124805	69.81263795
97.83290989	91.03196037
69.56236415	70.37805651
92.89377024	76.74986402
24.26958962	75.42729584
37.07460048	76.30084176
53.33763541	82.10656883
36.62199239	9.880949421
75.78375314	93.1272254
59.91590119	74.33354891
86.14407831	78.36954567
18.82205353	33.25931164
33.56641329	22.46687934
35.4062561	80.87757373
98.33978624	98.21287157
67.33668747	12.00043824
88.43528866	61.71626941
42.82405481	63.76871917
29.4205275	96.83121651
57.48810578	32.96110215
8.703334407	67.95734802
16.00207841	9.691884863
44.50708974	21.71911775
72.6925118	69.64858704
80.56561699	9.174916267
85.91122543	74.74241465
73.14624754	24.12252913
28.15207662	8.928582627
31.83939272	71.49634564
36.69238166	70.26300414
